,Unnamed: 0,Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
1363,1363,7,government,746763,17,no,,4,16,4,,1,3,,10,Penang,1,11081,1157226,11262,Reject,6
1364,1364,7,government,259280,,yes,platinum,4,16,4,4,1,2,bungalow,,Penang,2,,1269826,9211,Accept,7
1365,1365,7,government,,18,no,normal,4,16,4,,1,2,bungalow,,Penang,,,,15028,Accept,9
1366,1366,7,government,638726,17,yes,normal,4,16,,4,1,3,bungalow,10,Penang,3,5958,517786,15838,Accept,6
1367,1367,7,government,425848,22,no,normal,4,16,4,4,1,3,bungalow,10,Penang,,3795,811167,,Accept,8
1368,1368,7,government,,20,yes,normal,4,16,4,4,1,3,bungalow,10,Penang,,12143,1344297,10730,Accept,7
1369,1369,7,government,,17,no,gold,4,,4,4,1,3,bungalow,,Penang,2,6367,741878,15885,Accept,6
1370,1370,7,government,493874,13,yes,normal,4,16,,4,,1,bungalow,10,Penang,,4992,1092162,,Accept,6
1371,1371,7,government,777723,16,no,normal,4,16,4,4,1,1,bungalow,10,Penang,,9011,1297723,,Accept,7
1372,1372,7,government,426265,13,yes,normal,4,16,4,4,,2,bungalow,,Penang,,5641,984884,7706,Accept,7
1373,1373,7,government,177683,10,no,gold,4,16,4,4,1,3,bungalow,10,Penang,2,12252,1278932,19549,Accept,7
1374,1374,7,government,108342,,yes,normal,4,16,4,,,2,bungalow,10,Penang,2,4429,1426795,18747,Accept,7
1375,1375,7,government,182573,13,no,normal,4,,4,4,,2,bungalow,10,Penang,2,5817,,15669,Accept,8
1376,1376,7,government,648553,21,yes,normal,4,,4,4,1,2,bungalow,,Penang,2,,,,Accept,7
1377,1377,7,government,334452,,no,gold,4,16,,,,2,bungalow,10,Penang,,8219,639491,14795,Accept,8
1378,1378,7,government,,11,yes,normal,4,16,,4,1,3,bungalow,10,Penang,3,7930,1147998,,Accept,9
1379,1379,7,government,492781,21,no,,4,,4,,1,3,bungalow,,Penang,2,5120,1364278,,Accept,9
1380,1380,7,government,699788,21,yes,normal,4,16,4,,,3,bungalow,10,P.Pinang,1,,467783,8230,Accept,8
1381,1381,7,government,715259,24,no,normal,4,16,4,4,1,2,bungalow,10,P.Pinang,,,646005,,Accept,8
1382,1382,7,government,261615,12,yes,normal,4,16,,4,,2,bungalow,10,P.Pinang,2,10601,435317,15806,Accept,9
1383,1383,7,government,787629,17,no,normal,4,16,4,4,1,1,bungalow,10,P.Pinang,3,10789,907438,,Accept,8
1384,1384,7,government,474002,,yes,normal,4,16,4,,,1,bungalow,,P.Pinang,,5830,692150,10458,Accept,8
1385,1385,7,government,140022,21,no,platinum,4,16,4,4,,1,bungalow,10,P.Pinang,3,4376,1102417,,Accept,6
1386,1386,7,government,487994,14,yes,normal,4,,4,4,1,3,bungalow,,P.Pinang,2,7881,1280516,,Reject,9
1387,1387,7,government,615223,,no,platinum,4,16,4,,,2,bungalow,10,P.Pinang,2,,906211,,Accept,8
1388,1388,7,government,449075,18,yes,normal,4,16,,4,,3,bungalow,10,P.Pinang,1,9005,1413315,,Reject,6
1389,1389,7,government,,16,no,normal,4,16,,4,1,2,,,P.Pinang,2,8504,,,Reject,6
1390,1390,7,government,211363,19,yes,gold,4,16,,4,1,1,bungalow,10,P.Pinang,,3658,1444833,10123,Accept,6
1391,1391,7,government,411149,24,no,gold,4,16,4,4,1,1,bungalow,10,P.Pinang,3,,528187,7725,Accept,9
1392,1392,7,government,614353,22,yes,normal,4,16,4,,1,2,bungalow,10,P.Pinang,2,3868,1373468,18744,Accept,9
1393,1393,7,government,753237,13,no,platinum,4,16,4,,1,3,,10,P.Pinang,,10169,829861,,Accept,7
1394,1394,7,government,727035,,yes,normal,4,16,4,4,1,1,bungalow,10,P.Pinang,3,,1386933,11276,Accept,6
1395,1395,7,government,698176,21,no,normal,4,16,4,,1,1,bungalow,10,P.Pinang,,,1064970,8480,Reject,6
1396,1396,7,government,584172,20,yes,gold,4,,4,4,1,2,bungalow,10,P.Pinang,3,3928,964007,13512,Accept,9
1397,1397,7,government,239092,23,no,normal,4,16,,4,1,3,bungalow,10,P.Pinang,2,5693,770079,15837,Accept,7
1398,1398,7,government,558489,17,yes,,4,16,4,4,,1,bungalow,10,P.Pinang,3,,1400273,,Accept,6
1399,1399,7,government,358324,18,no,platinum,4,16,,4,1,3,bungalow,,P.Pinang,2,,944502,9014,Accept,7
1400,1400,3,government,,12,yes,normal,4,17,4,,1,1,bungalow,,P.Pinang,3,,698797,12615,Accept,9
1401,1401,3,government,404151,11,no,normal,4,17,4,,1,1,bungalow,12,P.Pinang,,12258,782865,11428,Reject,7
1402,1402,3,government,,13,yes,,4,17,4,2,,2,bungalow,12,P.Pinang,3,6721,1321427,7628,Reject,7
1403,1403,3,government,185869,17,no,normal,4,17,4,,1,3,bungalow,12,P.Pinang,3,6616,689358,,Accept,8
1404,1404,3,government,,19,yes,normal,4,17,4,2,,1,bungalow,12,P.Pinang,3,10073,671966,10667,Accept,9
1405,1405,3,government,223036,,no,normal,4,17,4,,1,1,bungalow,12,P.Pinang,,,634526,12758,Accept,9
1406,1406,3,government,,11,yes,normal,4,17,4,2,1,1,bungalow,12,P.Pinang,,6923,1227046,17305,Accept,6
1407,1407,3,government,585377,,no,gold,4,17,4,2,,1,bungalow,12,P.Pinang,3,5949,,,Accept,7
1408,1408,3,government,,,yes,gold,4,17,,,1,3,bungalow,12,P.Pinang,3,9232,979225,9342,Reject,7
1409,1409,3,government,654199,,no,platinum,4,17,4,2,1,2,bungalow,12,P.Pinang,2,6381,714564,,Reject,7
1410,1410,3,government,,16,yes,platinum,4,17,4,2,1,3,bungalow,12,P.Pinang,3,8224,1159833,,Accept,6
1411,1411,3,government,378128,22,no,normal,4,17,4,,1,2,bungalow,12,P.Pinang,1,4890,827107,,Accept,7
1412,1412,3,government,747631,,yes,gold,4,17,4,2,1,3,bungalow,12,P.Pinang,1,6404,868918,9725,Accept,9
1413,1413,3,government,,20,no,,4,,4,2,1,1,bungalow,12,P.Pinang,2,,819543,12849,Accept,6
1414,1414,3,government,231828,,yes,normal,4,17,4,,,3,,12,P.Pinang,2,4917,,,Accept,6
1415,1415,3,government,,18,no,normal,4,,4,2,1,2,bungalow,12,P.Pinang,3,,749186,17093,Accept,6
1416,1416,3,government,652373,24,yes,gold,4,,4,2,1,2,bungalow,12,P.Pinang,2,6755,807838,17146,Accept,9
1417,1417,3,government,,14,no,normal,4,17,4,,1,1,bungalow,12,P.Pinang,,,919803,9885,Accept,6
1418,1418,3,government,660258,21,yes,normal,4,17,4,2,1,2,bungalow,12,P.Pinang,3,3908,,,Accept,8
1419,1419,3,government,492972,,no,gold,4,17,,2,1,3,bungalow,12,P.Pinang,,,1280122,12702,Reject,6
1420,1420,3,government,782887,14,yes,normal,4,17,4,,1,1,bungalow,,P.Pinang,1,8446,1340449,,Reject,8
1421,1421,3,government,,23,no,normal,4,17,4,2,1,2,bungalow,12,P.Pinang,1,9404,1426885,15305,Accept,6
1422,1422,3,government,691079,,yes,normal,4,17,4,2,1,3,bungalow,12,P.Pinang,1,,1049402,,Accept,7
1423,1423,3,government,436407,10,no,normal,4,,4,2,1,3,bungalow,12,P.Pinang,3,5590,1264472,,Accept,7
1424,1424,3,government,406197,,yes,gold,4,,4,2,,3,bungalow,,P.Pinang,,,512816,,Accept,7
1425,1425,3,government,,21,no,normal,4,17,4,2,1,3,bungalow,12,P.Pinang,,4761,,16058,Reject,7
1426,1426,3,government,190252,15,yes,gold,4,17,,,1,3,bungalow,12,P.Pinang,3,9354,962681,12792,Accept,6
1427,1427,3,government,695145,21,no,normal,4,17,,2,,2,bungalow,12,P.Pinang,2,,853186,,Accept,8
1428,1428,3,government,408299,,yes,normal,4,17,,,1,1,bungalow,,P.Pinang,3,,1082358,19008,Accept,6
1429,1429,3,government,435052,13,no,normal,4,,4,2,1,2,bungalow,12,P.Pinang,,,486528,,Accept,9
1430,1430,3,government,188901,21,yes,normal,4,17,4,2,1,3,bungalow,,P.Pinang,3,10623,1148589,,Reject,8
1431,1431,3,government,757638,14,no,normal,4,17,4,2,1,1,bungalow,12,P.Pinang,2,6723,1035895,17533,Accept,6
1432,1432,3,government,241562,11,yes,normal,4,17,4,2,,1,bungalow,12,P.Pinang,,11537,1197420,18188,Reject,6
1433,1433,3,government,484811,18,no,gold,4,17,4,,1,3,bungalow,,P.Pinang,1,6834,,18358,Reject,7
1434,1434,3,government,453382,,yes,gold,4,17,4,2,,2,bungalow,12,P.Pinang,,12340,990920,12736,Accept,9
1435,1435,3,government,447248,,no,normal,4,17,4,,,2,bungalow,12,P.Pinang,,6458,611847,,Accept,9
1436,1436,3,government,378050,13,yes,gold,4,,4,2,1,3,bungalow,12,P.Pinang,1,10369,680224,,Accept,6
1437,1437,3,government,125443,,no,,4,17,4,2,1,2,bungalow,12,P.Pinang,,8763,1373236,9257,Reject,6
1438,1438,3,government,,14,yes,normal,4,17,4,,1,2,bungalow,,P.Pinang,,8156,,19079,Reject,7
1439,1439,3,government,716865,24,no,normal,4,,,2,,1,bungalow,12,P.Pinang,,,1012782,17654,Accept,9
1440,1440,3,government,,18,yes,gold,4,17,4,,,2,bungalow,12,P.Pinang,3,11144,1314618,,Accept,9
1441,1441,3,government,277078,19,no,normal,4,,4,,,3,bungalow,12,P.Pinang,3,4927,1287403,19907,Accept,7
1442,1442,3,government,375457,,yes,gold,4,,4,,1,2,,12,P.Pinang,1,,844223,,Accept,6
1443,1443,3,government,,20,no,normal,4,17,,2,1,2,bungalow,,P.Pinang,3,11848,893962,,Accept,8
1444,1444,3,government,,23,yes,normal,4,17,4,2,1,1,bungalow,12,P.Pinang,2,10294,726743,,Accept,7
1445,1445,3,government,702807,14,no,normal,4,17,4,,1,2,bungalow,12,P.Pinang,,5202,,12420,Accept,9
1446,1446,3,government,283034,13,yes,gold,4,17,4,2,,3,bungalow,12,P.Pinang,,4097,776787,11446,Accept,6
1447,1447,3,government,767788,,no,normal,4,,4,2,,2,bungalow,12,P.Pinang,,9499,1214974,19544,Accept,6
1448,1448,3,government,150182,22,yes,gold,4,17,4,,1,3,bungalow,12,P.Pinang,1,5490,783200,17109,Accept,6
1449,1449,3,government,,15,no,platinum,4,17,4,,1,1,bungalow,12,P.Pinang,1,11193,,8603,Accept,8
1450,1450,3,government,107627,20,yes,gold,4,17,4,2,1,1,bungalow,12,P.Pinang,2,8365,634893,12765,Accept,8
1451,1451,3,government,513917,20,no,,4,17,4,2,1,1,bungalow,12,P.Pinang,2,6687,609135,,Accept,6
1452,1452,3,government,723797,15,yes,gold,4,,,2,1,3,bungalow,12,P.Pinang,,7874,545357,16207,Reject,9
1453,1453,3,government,,12,no,normal,4,,,2,,3,bungalow,12,P.Pinang,3,,645280,18956,Accept,6
1454,1454,3,government,226114,11,yes,normal,4,,4,,,3,bungalow,,P.Pinang,3,,1257450,18763,Accept,6
1455,1455,3,government,396399,23,no,,4,17,4,2,1,1,,12,P.Pinang,,7984,1288946,13904,Accept,8
1456,1456,3,government,567434,15,yes,normal,4,17,,,1,2,bungalow,,P.Pinang,1,6896,1182897,,Accept,8
1457,1457,3,government,768380,24,no,gold,4,17,4,,1,2,bungalow,12,P.Pinang,1,6296,1013701,12038,Reject,6
1458,1458,3,government,503491,,yes,gold,4,17,4,2,,3,bungalow,12,P.Pinang,,4609,969615,15686,Accept,8
1459,1459,3,government,,16,no,normal,4,17,4,,1,1,bungalow,12,P.Pinang,1,10303,1200981,7843,Reject,9
1460,1460,3,government,491441,14,yes,,4,,,2,1,2,bungalow,12,P.Pinang,1,11241,1111210,14049,Accept,8
1461,1461,3,government,391620,21,no,normal,4,17,4,2,,1,bungalow,12,P.Pinang,2,12217,583512,,Accept,8
1462,1462,3,government,,22,yes,normal,4,17,,,1,2,bungalow,12,P.Pinang,3,11096,925153,,Accept,6
1463,1463,3,government,,24,no,gold,4,,4,2,,2,bungalow,12,P.Pinang,1,,,,Accept,6
1464,1464,3,government,,22,yes,normal,4,,4,2,1,3,,,P.Pinang,2,,454533,,Accept,7
1465,1465,3,government,601950,10,no,normal,4,,,,1,1,bungalow,12,P.Pinang,3,9411,634942,10728,Reject,9
1466,1466,3,government,545375,19,yes,normal,4,17,4,,1,2,bungalow,12,P.Pinang,,9248,821453,15253,Accept,7
1467,1467,3,government,647360,,no,normal,4,17,4,2,1,3,bungalow,12,P.Pinang,3,5224,,18605,Accept,8
1468,1468,3,government,,13,yes,normal,4,17,4,2,1,2,bungalow,,P.Pinang,,,511497,18976,Accept,6
1469,1469,3,government,492516,21,no,normal,4,17,4,,1,2,bungalow,,P.Pinang,2,11667,1409473,16292,Accept,6
1470,1470,3,government,,12,yes,gold,4,17,4,2,1,2,,12,P.Pinang,1,,1017340,,Accept,8
1471,1471,3,government,732241,17,no,gold,4,17,4,2,,3,bungalow,12,P.Pinang,,8973,1137067,15644,Accept,9
1472,1472,3,government,302146,17,yes,gold,4,17,4,,1,1,bungalow,12,P.Pinang,1,6848,,,Accept,7
1473,1473,3,government,,17,no,normal,4,17,4,,,1,bungalow,12,P.Pinang,2,,,9623,Accept,9
1474,1474,3,government,224034,12,yes,platinum,4,,4,2,,1,bungalow,12,P.Pinang,,4292,1381992,,Accept,9
1475,1475,3,government,798969,10,no,normal,4,17,4,,1,1,bungalow,12,P.Pinang,3,6286,458843,,Accept,6
1476,1476,3,government,623768,,yes,normal,4,,4,2,1,2,bungalow,12,P.Pinang,2,7818,1362663,,Reject,8
1477,1477,3,government,,14,no,normal,4,17,4,2,1,2,bungalow,12,P.Pinang,3,5797,805711,9043,Accept,8
1478,1478,3,government,,15,yes,normal,4,17,4,2,1,2,bungalow,12,P.Pinang,1,5663,524738,9239,Accept,6
1479,1479,3,government,707877,20,no,normal,4,17,4,2,,2,bungalow,12,P.Pinang,1,7413,863895,,Accept,6
1480,1480,3,government,413782,24,yes,normal,4,17,4,2,1,2,bungalow,12,P.Pinang,2,8320,912070,14761,Reject,8
1481,1481,3,government,667788,17,no,normal,4,17,4,,1,2,bungalow,12,P.Pinang,1,6257,905040,19609,Accept,8
1482,1482,3,government,581831,18,yes,normal,4,17,,,1,3,bungalow,12,P.Pinang,2,,,16943,Reject,6
1483,1483,3,government,536349,17,no,normal,4,,4,,1,1,bungalow,12,P.Pinang,1,10552,,,Accept,8
1484,1484,3,government,,17,yes,normal,4,17,4,,1,3,,12,P.Pinang,,11460,713498,7685,Accept,9
1485,1485,3,government,552244,22,no,gold,4,,4,,,3,bungalow,,P.Pinang,1,,,13714,Reject,8
1486,1486,3,government,248025,19,yes,gold,4,17,4,,1,1,bungalow,12,P.Pinang,2,7207,1093078,12215,Reject,9
1487,1487,3,government,555270,15,no,normal,4,17,,2,,3,bungalow,,P.Pinang,3,10373,,,Reject,6
1488,1488,3,government,733736,,yes,normal,4,17,4,2,,3,,12,P.Pinang,1,5700,905293,10175,Reject,6
1489,1489,3,government,,,no,gold,4,17,,2,,2,bungalow,12,P.Pinang,,4223,1217439,15415,Accept,7
1490,1490,3,government,316058,11,yes,normal,4,17,4,2,1,1,bungalow,12,P.Pinang,2,,1102177,,Accept,8
1491,1491,3,government,,12,no,gold,4,17,4,,1,1,bungalow,,P.Pinang,1,5532,,,Reject,7
1492,1492,3,government,742765,24,yes,gold,4,17,4,2,1,1,bungalow,12,P.Pinang,1,10207,1278579,19480,Reject,6
1493,1493,3,government,721738,,no,gold,4,17,4,,1,2,bungalow,12,P.Pinang,3,,1293202,,Reject,8
1494,1494,3,government,668329,11,yes,gold,4,17,4,2,1,1,bungalow,12,P.Pinang,2,6090,1225079,,Accept,9
1495,1495,3,government,160577,15,no,normal,4,17,4,2,,1,bungalow,12,P.Pinang,2,8474,1315231,,Reject,8
1496,1496,3,government,421768,,yes,normal,4,17,4,,,3,bungalow,12,P.Pinang,1,5521,561862,12839,Accept,7
1497,1497,3,government,298580,22,no,platinum,4,17,4,2,1,2,bungalow,12,P.Pinang,1,9576,815077,8415,Accept,6
1498,1498,3,government,290798,,yes,gold,4,17,,2,1,1,bungalow,12,P.Pinang,1,10581,1120015,,Accept,8
1499,1499,3,government,504675,,no,normal,4,17,4,,1,1,bungalow,12,P.Pinang,3,12434,460106,,Reject,8
1500,1500,6,Self_Employed,349482,15,yes,normal,5,17,,2,,1,bungalow,10,P.Pinang,3,,1030554,,Accept,8
1501,1501,6,Self_Employed,,23,no,normal,5,17,,2,,1,bungalow,10,P.Pinang,,5118,1168387,,Accept,7
1502,1502,6,Self_Employed,168070,13,yes,normal,5,17,3,2,1,3,bungalow,10,P.Pinang,2,11812,,10382,Accept,6
1503,1503,6,Self_Employed,,20,no,gold,5,,3,,,3,bungalow,10,P.Pinang,1,,951224,8399,Accept,9
1504,1504,6,Self_Employed,307498,17,yes,normal,5,17,,2,,2,bungalow,,P.Pinang,3,5040,574125,14857,Accept,8
1505,1505,6,Self_Employed,772031,24,no,platinum,5,,3,2,1,1,bungalow,10,P.Pinang,,4836,1105751,11522,Reject,6
1506,1506,6,Self_Employed,,22,yes,platinum,5,17,,2,,3,bungalow,10,P.Pinang,2,9180,,16324,Accept,6
1507,1507,6,Self_Employed,309126,13,no,normal,5,17,,2,,3,bungalow,10,P.Pinang,1,6697,681272,,Reject,9
1508,1508,6,Self_Employed,767770,20,yes,normal,5,,3,2,1,1,bungalow,,P.Pinang,,8976,1054953,,Accept,9
1509,1509,6,Self_Employed,,13,no,normal,5,,3,2,1,3,bungalow,10,P.Pinang,2,8107,,,Reject,7
1510,1510,6,Self_Employed,,22,yes,gold,5,17,3,2,1,3,bungalow,,P.Pinang,,6072,448953,12350,Accept,6
1511,1511,6,Self_Employed,295035,12,no,platinum,5,17,3,2,1,3,bungalow,10,P.Pinang,3,11172,420239,,Accept,7
1512,1512,6,Self_Employed,221390,,yes,platinum,5,17,3,2,1,2,bungalow,10,P.Pinang,2,11260,,,Reject,8
1513,1513,6,Self_Employed,186155,16,no,gold,5,17,,2,1,2,bungalow,,P.Pinang,1,10296,612566,,Accept,6
1514,1514,6,Self_Employed,242915,17,yes,normal,5,17,,2,1,3,bungalow,10,P.Pinang,1,7976,1169811,,Reject,7
1515,1515,6,Self_Employed,160791,22,no,normal,5,17,3,2,,1,bungalow,10,P.Pinang,1,7665,867737,9679,Accept,6
1516,1516,6,Self_Employed,506613,21,yes,normal,5,17,3,2,1,3,bungalow,10,P.Pinang,,4951,449561,8872,Accept,9
1517,1517,6,Self_Employed,241889,,no,normal,5,17,3,,1,1,bungalow,10,P.Pinang,1,,755076,10520,Accept,8
1518,1518,6,Self_Employed,632586,14,yes,normal,5,17,3,2,1,2,bungalow,,P.Pinang,3,,714901,,Accept,8
1519,1519,6,Self_Employed,184059,10,no,normal,5,17,3,2,,1,bungalow,10,P.Pinang,1,,925950,8938,Accept,7
1520,1520,6,Self_Employed,567738,20,yes,normal,5,17,,,1,1,bungalow,,P.Pinang,1,,1228167,,Accept,9
1521,1521,6,Self_Employed,375970,22,no,normal,5,17,3,2,,3,bungalow,10,P.Pinang,2,8245,949969,,Accept,8
1522,1522,6,Self_Employed,317313,10,yes,,5,17,3,,,3,,10,P.Pinang,1,10985,1273978,16018,Reject,6
1523,1523,6,Self_Employed,461644,13,no,normal,5,,,2,1,3,bungalow,,P.Pinang,,7350,534613,,Reject,6
1524,1524,6,Self_Employed,500588,10,yes,normal,5,,3,2,,3,bungalow,10,P.Pinang,3,3604,1190016,13722,Reject,7
1525,1525,6,Self_Employed,,,no,normal,5,17,,,1,3,bungalow,10,P.Pinang,,,,11062,Accept,9
1526,1526,6,Self_Employed,,14,yes,normal,5,17,3,2,1,2,,,P.Pinang,,11598,1325609,,Accept,9
1527,1527,6,Self_Employed,102686,10,no,normal,5,,,2,1,2,bungalow,10,P.Pinang,,10652,705549,12168,Accept,8
1528,1528,6,Self_Employed,784237,18,yes,normal,5,,3,,,2,bungalow,,P.Pinang,,7252,708809,,Reject,8
1529,1529,6,Self_Employed,,,no,normal,5,17,3,2,,1,bungalow,,P.Pinang,,,945396,,Accept,8
1530,1530,6,Self_Employed,758829,14,yes,normal,5,,,2,,1,bungalow,10,P.Pinang,,,,,Reject,9
1531,1531,6,Self_Employed,790300,,no,normal,5,17,3,,1,3,bungalow,,P.Pinang,1,4099,1144335,,Accept,9
1532,1532,6,Self_Employed,548387,10,yes,platinum,5,17,,2,1,1,bungalow,10,P.Pinang,1,,604673,,Reject,7
1533,1533,6,Self_Employed,,16,no,normal,5,17,3,,1,3,bungalow,10,P.Pinang,2,,929784,,Reject,8
1534,1534,6,Self_Employed,,,yes,gold,5,17,3,2,,2,bungalow,10,P.Pinang,3,7903,1035713,8794,Reject,8
1535,1535,6,Self_Employed,602072,14,no,gold,5,17,3,2,1,2,bungalow,10,P.Pinang,2,10612,851207,18078,Accept,8
1536,1536,6,Self_Employed,364959,,yes,normal,5,,3,2,1,3,bungalow,,P.Pinang,3,5486,714873,17170,Accept,9
1537,1537,6,Self_Employed,582981,23,no,platinum,5,,3,,,1,bungalow,10,P.Pinang,1,9580,1057583,,Accept,7
1538,1538,6,Self_Employed,,19,yes,normal,5,17,3,,1,1,bungalow,10,P.Pinang,,6989,1020372,,Accept,9
1539,1539,6,Self_Employed,609285,13,no,normal,5,17,3,,1,1,bungalow,10,P.Pinang,,,894750,,Accept,7
1540,1540,6,Self_Employed,362176,,yes,normal,5,17,3,,,1,bungalow,10,P.Pinang,2,8274,1408205,11202,Accept,7
1541,1541,6,Self_Employed,,15,no,normal,5,,,2,1,3,bungalow,,P.Pinang,1,7802,,,Accept,9
1542,1542,6,Self_Employed,596191,22,yes,normal,5,17,3,2,1,2,bungalow,10,P.Pinang,,10142,1140355,7786,Accept,7
1543,1543,6,Self_Employed,360995,11,no,normal,5,,3,2,1,2,bungalow,10,P.Pinang,3,10244,1029434,,Accept,6
1544,1544,6,Self_Employed,528574,23,yes,gold,5,17,3,2,1,2,bungalow,10,P.Pinang,2,,921744,11255,Accept,7
1545,1545,6,Self_Employed,,,no,normal,5,17,3,2,1,1,bungalow,10,P.Pinang,3,8924,,,Accept,8
1546,1546,6,Self_Employed,123549,21,yes,gold,5,,,2,1,2,bungalow,10,P.Pinang,2,8985,,,Accept,7
1547,1547,6,Self_Employed,330980,,no,normal,5,17,3,2,1,1,bungalow,10,P.Pinang,2,11518,709053,,Reject,6
1548,1548,6,Self_Employed,497175,12,yes,normal,5,17,3,2,1,3,bungalow,10,P.Pinang,3,,984431,,Reject,6
1549,1549,6,Self_Employed,756672,21,no,gold,5,,,,1,3,bungalow,10,P.Pinang,3,5748,998514,,Accept,9
1550,1550,6,Self_Employed,787101,10,yes,gold,5,17,,2,1,3,,10,P.Pinang,,10823,1080052,17834,Reject,9
1551,1551,6,Self_Employed,429203,14,no,gold,5,17,3,2,,1,bungalow,10,P.Pinang,1,7261,928676,,Accept,6
1552,1552,6,Self_Employed,742216,24,yes,normal,5,17,3,2,,3,bungalow,10,P.Pinang,2,3715,929266,,Accept,7
1553,1553,6,Self_Employed,142194,19,no,gold,5,17,3,2,1,1,bungalow,10,P.Pinang,1,5503,820837,16715,Accept,9
1554,1554,6,Self_Employed,572640,20,yes,platinum,5,17,3,2,,2,,,P.Pinang,1,7318,969344,14300,Accept,8
1555,1555,6,Self_Employed,546595,12,no,normal,5,,3,2,1,2,bungalow,,P.Pinang,,,1449153,7948,Accept,6
1556,1556,6,Self_Employed,205318,23,yes,gold,5,17,3,,1,2,bungalow,10,P.Pinang,2,10432,832328,,Accept,7
1557,1557,6,Self_Employed,144906,22,no,normal,5,17,3,,1,3,bungalow,10,P.Pinang,3,3598,1370312,14151,Accept,7
1558,1558,6,Self_Employed,123726,16,yes,platinum,5,17,,2,1,3,bungalow,10,P.Pinang,,,1167017,10655,Accept,8
1559,1559,6,Self_Employed,,24,no,,5,17,3,2,,3,bungalow,10,P.Pinang,,6488,567734,17812,Accept,7
1560,1560,6,Self_Employed,,10,yes,normal,5,17,3,2,1,1,bungalow,,Pulau Penang,2,5723,,10343,Accept,7
1561,1561,6,Self_Employed,453801,19,no,gold,5,17,,2,,2,bungalow,,Pulau Penang,3,4467,931807,14930,Reject,6
1562,1562,6,Self_Employed,627947,20,yes,normal,5,,3,,,2,bungalow,10,Pulau Penang,1,11685,1312868,,Reject,7
1563,1563,6,Self_Employed,310781,23,no,gold,5,,3,,1,3,bungalow,10,Pulau Penang,,7804,569089,,Accept,7
1564,1564,6,Self_Employed,249707,18,yes,normal,5,17,3,,1,2,bungalow,10,Pulau Penang,3,,1207506,,Accept,7
1565,1565,6,Self_Employed,318537,15,no,normal,5,17,3,2,1,2,bungalow,10,Pulau Penang,3,3754,1123946,,Accept,8
1566,1566,6,Self_Employed,627746,24,yes,normal,5,,,,,1,bungalow,10,Pulau Penang,,6690,1277933,,Reject,8
1567,1567,6,Self_Employed,417295,,no,normal,5,,3,,1,2,bungalow,10,Pulau Penang,2,12232,1129189,13544,Reject,8
1568,1568,6,Self_Employed,265347,20,yes,platinum,5,,,2,1,3,bungalow,10,Pulau Penang,,9022,1137519,9269,Reject,8
1569,1569,6,Self_Employed,323778,16,no,,5,17,3,2,,3,bungalow,10,Pulau Penang,1,7599,1198466,9131,Accept,7
1570,1570,6,Self_Employed,653928,19,yes,gold,5,,,2,1,3,bungalow,10,Pulau Penang,1,7707,675861,14775,Reject,9
1571,1571,6,Self_Employed,,10,no,normal,5,17,,2,,1,bungalow,,Pulau Penang,,11765,1427324,14435,Accept,6
1572,1572,6,Self_Employed,619415,,yes,gold,5,17,,,1,2,bungalow,10,Pulau Penang,,3771,1299749,,Accept,7
1573,1573,6,Self_Employed,,13,no,gold,5,17,3,2,1,2,bungalow,,Pulau Penang,,4417,553866,16280,Accept,6
1574,1574,6,Self_Employed,630214,11,yes,platinum,5,17,3,2,,1,bungalow,10,Pulau Penang,2,6212,777644,18681,Accept,6
1575,1575,6,Self_Employed,,16,no,,5,,3,2,1,1,bungalow,10,Pulau Penang,1,3840,,,Accept,9
1576,1576,6,Self_Employed,750867,18,yes,normal,5,,3,2,,1,bungalow,10,Pulau Penang,3,11634,666393,,Reject,7
1577,1577,6,Self_Employed,503569,11,no,,5,17,,,1,3,bungalow,10,Pulau Penang,2,10582,1096812,14101,Accept,7
1578,1578,6,Self_Employed,733704,21,yes,,5,,,2,1,1,bungalow,10,Pulau Penang,,3674,823258,15836,Accept,7
1579,1579,6,Self_Employed,751145,13,no,normal,5,17,3,2,1,2,bungalow,10,Pulau Penang,3,7840,1363806,,Accept,8
1580,1580,6,Self_Employed,718914,23,yes,normal,5,17,,2,1,1,bungalow,10,Pulau Penang,,10055,723908,,Accept,8
1581,1581,6,Self_Employed,144213,21,no,normal,5,17,3,2,,3,bungalow,10,Pulau Penang,3,5587,897388,19578,Accept,7
1582,1582,6,Self_Employed,466636,17,yes,gold,5,17,,2,1,2,bungalow,10,Pulau Penang,,,656544,11623,Accept,7
1583,1583,6,Self_Employed,719237,,no,normal,5,17,3,2,1,3,bungalow,10,Pulau Penang,1,10110,700322,,Accept,6
1584,1584,6,Self_Employed,610596,,yes,gold,5,17,3,2,1,1,bungalow,10,Pulau Penang,3,5396,1089566,,Accept,6
1585,1585,6,Self_Employed,,12,no,,5,17,,2,1,2,bungalow,10,Pulau Penang,2,7425,,8334,Accept,8
1586,1586,6,Self_Employed,,22,yes,normal,5,17,,2,1,1,bungalow,10,Pulau Penang,2,5147,889050,10901,Reject,6
